gene	magma_rank	magma_p	magma_fdr	magma_status	in_MAGMA_top50	in_MAGMA_top100	in_MAGMA_Bonferroni	in_MAGMA_FDR05	in_MAGMA_suggestive	snRNA_support_status	snRNA_support_basis	twas_fdr_supported	twas_model_type	twas_p	twas_fdr	twas_proxy_status	spatial_status	bulk_status_if_available	existing_group	repaired_reporting_group	group_change	allowed_interpretation	not_allowed_interpretation	notes
DGKH	12	3.1566e-12	4.5549738e-09	top50	TRUE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.112	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
MINDY4	13	3.6551e-12	4.8685932e-09	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SPATA31H1	14	5.726e-12	7.02614016e-09	top50	TRUE	TRUE	TRUE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SLC30A10	16	6.7666e-12	7.32315285e-09	top50	TRUE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.112	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SAG	17	6.776e-11	6.90195388235294e-08	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.512	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
RGS14	18	8.9644e-11	8.6237528e-08	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	TRUE	one_snp_proxy	3.01499226997261e-40	1.79783989058466e-36	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ZNF512	20	1.2108e-10	1.04831064e-07	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
GCKR	22	1.9757e-10	1.55505550909091e-07	top50	TRUE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.448	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ALPL	23	5e-10	3.4632e-07	top50	TRUE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.112	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SLC34A1	24	5e-10	3.4632e-07	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.512	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
PTGS2	26	8.4817e-10	5.6488122e-07	top50	TRUE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.448	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ZFPM1	27	1.0439e-09	6.69487866666667e-07	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
FBXL20	30	2.3822e-09	1.37500584e-06	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	TRUE	one_snp_proxy	2.96399959833269e-08	3.53486592097157e-05	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
GIPR	31	3.5899e-09	2.00524865806452e-06	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.512	FALSE	not_fdr_supported	0.53999999676363	0.89743648206519	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
LRRC37A	33	6.1946e-09	3.25047556363636e-06	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
C19orf48P	36	8.4939e-09	4.0855659e-06	top50	TRUE	TRUE	TRUE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TRIOBP	38	1.2991e-08	5.91979357894737e-06	top50	TRUE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.112	TRUE	one_snp_proxy	1.09100042953627e-06	0.000500433504717289	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
KCNK5	40	1.4559e-08	6.3025911e-06	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.512	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
MXD3	41	1.8593e-08	7.85259482926829e-06	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
YAF2	42	2.6309e-08	1.08468248571429e-05	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
KANSL1	43	3.7331e-08	1.4580072e-05	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	FALSE	not_fdr_supported	0.107399987201023	0.629720868908262	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
RAB29	44	3.7546e-08	1.4580072e-05	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.512	FALSE	not_fdr_supported	0.0826199916825006	0.596444322521491	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
STH	45	3.789e-08	1.4580072e-05	top50	TRUE	TRUE	TRUE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
LINC02875	46	4.4648e-08	1.6807060173913e-05	top50	TRUE	TRUE	TRUE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SPCS1	47	4.578e-08	1.68265579591837e-05	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
MAPT	48	4.7004e-08	1.68265579591837e-05	top50	TRUE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.368	TRUE	one_snp_proxy	4.70999488646574e-06	0.00200612139342823	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
PRELID1	49	4.7615e-08	1.68265579591837e-05	top50	TRUE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.882	FALSE	not_fdr_supported	0.000730900006175147	0.065050100549588	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
CRHR1	50	6.0409e-08	2.05765009411765e-05	top50	TRUE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.882	TRUE	one_snp_proxy	6.88399959882433e-08	6.84154826796491e-05	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SPPL2C	51	6.0603e-08	2.05765009411765e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
PBRM1	52	6.4297e-08	2.1410901e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.426	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
STAB1	53	7.5622e-08	2.47069915471698e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.183	FALSE	not_fdr_supported	0.50170001209513	0.886221569728715	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
AQP1	55	1.0263e-07	3.2311656e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.183	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ZCRB1	56	1.0601e-07	3.27798064285714e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.113	TRUE	one_snp_proxy	2.71200410766744e-10	4.04292012350524e-07	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
NEK4	57	1.1768e-07	3.55682379661017e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.426	TRUE	one_snp_proxy	1.05899949073887e-05	0.00371459644898581	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
NT5DC2	59	1.2119e-07	3.55682379661017e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.617	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
AIF1	60	1.2662e-07	3.6542532e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.113	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ITIH1	62	1.4601e-07	4.077918e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
UQCC5	63	1.5603e-07	4.2416208e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
GNL3	64	1.5764e-07	4.2416208e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.437	TRUE	one_snp_proxy	4.16699580898785e-07	0.000225889054627223	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ATG16L1	65	1.5922e-07	4.2416208e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.426	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
CPNE8	67	1.8327e-07	4.73657211940298e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.183	FALSE	not_fdr_supported	0.0824400012130127	0.595866336040236	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
HLA-DQA2	69	2.8956e-07	7.26669704347826e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.617	FALSE	not_fdr_supported	0.00603299984476287	0.215417832780365	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
