source_component	source_path	gene_id	gene_symbol	gene_name	chr	start	stop	n_snps	nparam	n	zstat	p	fdr	rank	bonferroni_significant	suggestive	gene_set	n_genes	TAL_percentile	top_celltype	top_celltype_percentile	evidence_class	locus_balanced_TAL_percentile_full	locus_balanced_TAL_percentile_conservative	leave_one_locus_out_min_TAL_percentile	interpretation
gene_results	results/tables/magma_genes.tsv	55233	MOB1A	MOB kinase activator 1A	2	74381394	74406006	35	3	949838	0.48763	0.31291	0.747012763501443	7248	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	54892	NCAPG2	non-SMC condensin II complex subunit G2	7	158424002	158497520	124	7	956633	0.48753	0.31294	0.747012763501443	7249	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6964	TRD	T cell receptor delta locus	14	22891537	22935569	62	9	946543	0.48746	0.31297	0.747012763501443	7250	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	124751	KRBA2	KRAB-A domain containing 2	17	8271973	8280027	14	4	949838	0.48732	0.31302	0.747012763501443	7251	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2778	GNAS	GNAS complex locus	20	57414756	57486250	77	15	952159	0.48721	0.31305	0.747012763501443	7252	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	59339	PLEKHA2	pleckstrin homology domain containing A2	8	38758753	38831431	121	28	964612	0.48713	0.31308	0.747012763501443	7253	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	643965	TMEM88B	transmembrane protein 88B	1	1361508	1363167	4	2	930689	0.48709	0.3131	0.747012763501443	7254	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5047	PAEP	progestagen associated endometrial protein	9	138453601	138458622	10	2	939625	0.48706	0.31311	0.747012763501443	7255	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	348235	SKA2	spindle and kinetochore associated complex subunit 2	17	57187308	57232800	23	3	959829	0.48703	0.31312	0.747012763501443	7256	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	80745	THUMPD2	THUMP domain containing 2	2	39963200	40006416	68	5	953219	0.48687	0.31317	0.747012763501443	7257	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	574016	CLLU1-AS1	CLLU1 antisense RNA 1	12	92813870	92821924	14	3	949838	0.48663	0.31326	0.747012763501443	7258	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51271	UBAP1	ubiquitin associated protein 1	9	34179003	34252521	92	8	955112	0.48658	0.31328	0.747012763501443	7259	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	252969	NEIL2	nei like DNA glycosylase 2	8	11627172	11644854	55	10	949843	0.48627	0.31339	0.747012763501443	7260	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	344022	NOTO	notochord homeobox	2	73429386	73438340	21	4	949838	0.48573	0.31358	0.747012763501443	7261	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4898	NRDC	nardilysin convertase	1	52254864	52344609	104	10	951569	0.48561	0.31362	0.747012763501443	7262	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9697	TRAM2	translocation associated membrane protein 2	6	52362200	52441862	202	24	959572	0.48559	0.31363	0.747012763501443	7263	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9751	SNPH	syntaphilin	20	1246948	1289971	56	10	933880	0.48555	0.31364	0.747012763501443	7264	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10207	PATJ	PATJ crumbs cell polarity complex component	1	62208149	62629592	817	57	956031	0.48543	0.31369	0.747012763501443	7265	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9603	NFE2L3	NFE2 like bZIP transcription factor 3	7	26191847	26226757	47	6	960159	0.48535	0.31371	0.747012763501443	7266	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51125	GOLGA7	golgin A7	8	41348081	41368499	33	5	953738	0.48533	0.31372	0.747012763501443	7267	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23064	SETX	senataxin	9	135136827	135232113	261	10	955318	0.48529	0.31373	0.747012763501443	7268	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55303	GIMAP4	GTPase, IMAP family member 4	7	150264458	150271043	13	3	947874	0.4853	0.31373	0.747012763501443	7269	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	11317	RBPJL	recombination signal binding protein for immunoglobulin kappa J region like	20	43935483	43946464	16	3	964200	0.48524	0.31375	0.747012763501443	7270	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	91369	ANKRD40	ankyrin repeat domain 40	17	48770551	48785270	11	3	975370	0.48525	0.31375	0.747012763501443	7271	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2650	GCNT1	glucosaminyl (N-acetyl) transferase 1	9	79034752	79122332	202	22	957552	0.48517	0.31378	0.747012763501443	7272	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2633	GBP1	guanylate binding protein 1	1	89517987	89531043	19	3	965963	0.48492	0.31387	0.747012763501443	7273	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	375318	AQP12A	aquaporin 12A	2	241631262	241637900	1	1	975370	0.48483	0.3139	0.747012763501443	7274	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2063	NR2F6	nuclear receptor subfamily 2 group F member 6	19	17342692	17356744	11	5	919677	0.4848	0.31391	0.747012763501443	7275	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10994	ILVBL	ilvB acetolactate synthase like	19	15225785	15236610	20	5	966434	0.48473	0.31393	0.747012763501443	7276	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	49856	WRAP73	WD repeat containing, antisense to TP73	1	3547331	3566671	20	5	873248	0.48475	0.31393	0.747012763501443	7277	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	727684	TMEM51-AS2	TMEM51 antisense RNA 2	1	15490692	15498120	19	5	975370	0.48453	0.314	0.747054239802225	7278	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25822	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5	9	34989638	34998430	3	2	915795	0.48437	0.31406	0.747054239802225	7279	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10317	B3GALT5	beta-1,3-galactosyltransferase 5	21	40928369	41034816	242	27	956066	0.48425	0.3141	0.747054239802225	7280	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25928	SOSTDC1	sclerostin domain containing 1	7	16501106	16505562	11	3	961471	0.48421	0.31412	0.747054239802225	7281	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7745	ZKSCAN8	zinc finger with KRAB and SCAN domains 8	6	28109688	28127250	29	4	950718	0.48388	0.31424	0.747075958321909	7282	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64411	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	5	141032968	141061800	47	10	964512	0.48374	0.31428	0.747075958321909	7283	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4901	NRL	neural retina leucine zipper	14	24547902	24584223	33	9	940558	0.48339	0.31441	0.747075958321909	7284	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6713	SQLE	squalene epoxidase	8	126010720	126034525	51	5	964857	0.48336	0.31442	0.747075958321909	7285	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	152100	CMC1	C-X9-C motif containing 1	3	28282838	28361264	92	9	965657	0.48331	0.31444	0.747075958321909	7286	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	441027	TMEM150C	transmembrane protein 150C	4	83404329	83483595	111	20	952139	0.4832	0.31448	0.747075958321909	7287	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	284390	ZNF763	zinc finger protein 763	19	12075796	12091214	51	4	936821	0.48307	0.31452	0.747075958321909	7288	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	115939	TSR3	TSR3 ribosome maturation factor	16	1399241	1401873	4	2	975370	0.48305	0.31453	0.747075958321909	7289	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3713	IVL	involucrin	1	152881039	152884362	10	1	939625	0.4828	0.31462	0.747075958321909	7290	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23559	WBP1	WW domain binding protein 1	2	74684996	74688018	2	1	886007	0.48278	0.31463	0.747075958321909	7291	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	941	CD80	CD80 molecule	3	119243140	119278481	74	17	951567	0.48267	0.31466	0.747075958321909	7292	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	127062	OR2M3	olfactory receptor family 2 subfamily M member 3	1	248366370	248367308	2	1	975370	0.48263	0.31468	0.747075958321909	7293	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23208	SYT11	synaptotagmin 11	1	155829260	155854990	12	2	969000	0.48259	0.31469	0.747075958321909	7294	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	257202	GPX6	glutathione peroxidase 6	6	28471073	28483570	29	7	944555	0.4823	0.31479	0.747210917066484	7295	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	140683	BPIFA2	BPI fold containing family A member 2	20	31749660	31769223	18	1	965441	0.48214	0.31485	0.747250904605263	7296	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8970	H2BC11	H2B clustered histone 11	6	27093912	27100743	9	4	935653	0.48172	0.315	0.74749693614689	7297	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55296	TBC1D19	TBC1 domain family member 19	4	26585546	26758232	117	3	960968	0.48163	0.31504	0.74749693614689	7298	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9588	PRDX6	peroxiredoxin 6	1	173446486	173457946	10	2	967726	0.48133	0.31514	0.747601643160345	7299	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57830	KRTAP5-8	keratin associated protein 5-8	11	71249071	71250253	1	1	796644	0.48116	0.3152	0.747601643160345	7300	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9054	NFS1	NFS1 cysteine desulfurase	20	34256610	34287287	36	3	948423	0.48108	0.31523	0.747601643160345	7301	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	112401	BIRC8	baculoviral IAP repeat containing 8	19	53792854	53794875	6	3	975370	0.481	0.31526	0.747601643160345	7302	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64853	AIDA	axin interactor, dorsalization associated	1	222841355	222886602	42	8	946223	0.4809	0.3153	0.747601643160345	7303	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10111	RAD50	RAD50 double strand break repair protein	5	131892616	131980313	61	2	966580	0.48069	0.31537	0.747665240963855	7304	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	147837	ZNF563	zinc finger protein 563	19	12428291	12444534	17	1	964857	0.48039	0.31547	0.747799934291581	7305	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	200315	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A	22	39348755	39359189	13	5	955741	0.48002	0.31561	0.747836376554174	7306	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10730	YME1L1	YME1 like 1 ATPase	10	27399040	27443349	102	8	933317	0.47993	0.31564	0.747836376554174	7307	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26063	DECR2	2,4-dienoyl-CoA reductase 2	16	451858	462487	20	4	919222	0.47993	0.31564	0.747836376554174	7308	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	134121	CFAP90	cilia and flagella associated protein 90	5	7830491	7851603	45	7	963455	0.47941	0.31582	0.747836376554174	7309	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	80321	CEP70	centrosomal protein 70	3	138213186	138313187	120	7	958350	0.47931	0.31586	0.747836376554174	7310	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51599	LSR	lipolysis stimulated lipoprotein receptor	19	35739290	35758867	41	7	949215	0.47927	0.31587	0.747836376554174	7311	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	114792	KLHL32	kelch like family member 32	6	97372496	97588630	448	33	961582	0.47915	0.31592	0.747836376554174	7312	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8435	SOAT2	sterol O-acyltransferase 2	12	53497274	53518323	71	6	967818	0.4789	0.316	0.747836376554174	7313	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	11025	LILRB3	leukocyte immunoglobulin like receptor B3	19	54720147	54726997	17	2	796644	0.47887	0.31602	0.747836376554174	7314	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	54108	CHRAC1	chromatin accessibility complex subunit 1	8	141521397	141527252	4	2	930689	0.47884	0.31603	0.747836376554174	7315	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10645	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2	12	121675495	121736111	106	18	952730	0.47879	0.31605	0.747836376554174	7316	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	137682	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	8	96037209	96115685	128	11	957025	0.47869	0.31608	0.747836376554174	7317	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51747	LUC7L3	LUC7 like 3 pre-mRNA splicing factor	17	48796926	48830072	41	7	942991	0.47868	0.31608	0.747836376554174	7318	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8893	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon	3	183852810	183863099	7	2	924305	0.47865	0.31609	0.747836376554174	7319	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	898	CCNE1	cyclin E1	19	30302805	30315224	10	3	975370	0.47829	0.31622	0.747995395329783	7320	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	375743	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	9	72324438	72374916	60	9	948992	0.47809	0.31629	0.747995395329783	7321	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8302	KLRC4	killer cell lectin like receptor C4	12	10541529	10562370	38	5	959248	0.478	0.31632	0.747995395329783	7322	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6643	SNX2	sorting nexin 2	5	122110691	122170234	119	11	949195	0.47798	0.31633	0.747995395329783	7323	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6439	SFTPB	surfactant protein B	2	85884440	85895864	9	4	975370	0.47776	0.31641	0.74800681210799	7324	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4947	OAZ2	ornithine decarboxylase antizyme 2	15	64979773	64995462	14	3	915306	0.47769	0.31644	0.74800681210799	7325	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	11237	RNF24	ring finger protein 24	20	3912068	3996216	111	10	951460	0.47747	0.31651	0.74800681210799	7326	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7881	KCNAB1	potassium voltage-gated channel subfamily A regulatory beta subunit 1	3	155838337	156256927	689	52	948126	0.47733	0.31656	0.74800681210799	7327	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2913	GRM3	glutamate metabotropic receptor 3	7	86273230	86494193	239	24	960207	0.47697	0.31669	0.74800681210799	7328	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	346562	GNAT3	G protein subunit alpha transducin 3	7	80087987	80141242	71	8	956324	0.47682	0.31675	0.74800681210799	7329	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64794	DDX31	DEAD-box helicase 31	9	135468384	135545788	107	12	955326	0.47682	0.31675	0.74800681210799	7330	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9394	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	2	129023054	129076171	102	14	966113	0.47673	0.31678	0.74800681210799	7331	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79635	CCDC121	coiled-coil domain containing 121	2	27848408	27851898	2	1	975370	0.47666	0.3168	0.74800681210799	7332	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	140467	ZNF358	zinc finger protein 358	19	7580169	7585911	3	2	915795	0.47665	0.31681	0.74800681210799	7333	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23170	TTLL12	tubulin tyrosine ligase like 12	22	43562628	43583137	41	12	918701	0.47664	0.31681	0.74800681210799	7334	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100529063	BCL2L2-PABPN1	BCL2L2-PABPN1 readthrough	14	23775971	23795394	21	5	958348	0.47554	0.3172	0.748747050163577	7335	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4353	MPO	myeloperoxidase	17	56347217	56358296	5	2	939625	0.47551	0.31721	0.748747050163577	7336	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7486	WRN	WRN RecQ like helicase	8	30890778	31031277	192	18	959018	0.47508	0.31737	0.748982172792622	7337	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10691	GMEB1	glucocorticoid modulatory element binding protein 1	1	28995234	29042115	33	2	942874	0.47488	0.31744	0.748982172792622	7338	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51441	YTHDF2	YTH N6-methyladenosine RNA binding protein F2	1	29063133	29096287	26	2	968496	0.47482	0.31746	0.748982172792622	7339	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	219654	ZCCHC24	zinc finger CCHC-type containing 24	10	81142081	81205383	146	24	950017	0.47453	0.31756	0.748982172792622	7340	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	114798	SLITRK1	SLIT and NTRK like family member 1	13	84451340	84456528	1	1	975370	0.47442	0.3176	0.748982172792622	7341	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5801	PTPRR	protein tyrosine phosphatase receptor type R	12	71031853	71314584	445	55	946346	0.47429	0.31765	0.748982172792622	7342	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	163590	TOR1AIP2	torsin 1A interacting protein 2	1	179809102	179847867	46	6	954281	0.47403	0.31774	0.748982172792622	7343	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	284697	BTBD8	BTB domain containing 8	1	92545862	92613397	52	2	961622	0.474	0.31775	0.748982172792622	7344	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	60673	ATG101	autophagy related 101	12	52463758	52471279	18	3	905865	0.474	0.31775	0.748982172792622	7345	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7169	TPM2	tropomyosin 2	9	35681990	35690583	10	4	967726	0.47387	0.3178	0.748982172792622	7346	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	389152	PRR23C	proline rich 23C	3	138760944	138763734	6	1	975370	0.47384	0.31781	0.748982172792622	7347	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	642843	CPSF4L	cleavage and polyadenylation specific factor 4 like	17	71244588	71258019	25	7	916153	0.47378	0.31783	0.748982172792622	7348	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	650	BMP2	bone morphogenetic protein 2	20	6748745	6760910	15	4	963455	0.47339	0.31797	0.748982172792622	7349	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	63906	GPATCH3	G-patch domain containing 3	1	27216979	27226962	6	3	932842	0.47328	0.31801	0.748982172792622	7350	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	90135	BTBD6	BTB domain containing 6	14	105714879	105717430	3	1	915795	0.47304	0.31809	0.748982172792622	7351	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9457	FHL5	four and a half LIM domains 5	6	97010406	97067806	86	6	956967	0.47292	0.31813	0.748982172792622	7352	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	643905	PRR21	proline rich 21	2	240981230	240982399	1	1	975370	0.47274	0.3182	0.748982172792622	7353	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25973	PARS2	prolyl-tRNA synthetase 2, mitochondrial	1	55222571	55230226	16	4	964200	0.47263	0.31824	0.748982172792622	7354	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8609	KLF7	KLF transcription factor 7	2	207938861	208031970	164	26	956384	0.47243	0.31831	0.748982172792622	7355	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6671	SP4	Sp4 transcription factor	7	21467689	21554440	195	24	956388	0.47211	0.31842	0.748982172792622	7356	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	146923	RUNDC1	RUN domain containing 1	17	41132527	41145713	6	2	915795	0.472	0.31846	0.748982172792622	7357	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	59342	SCPEP1	serine carboxypeptidase 1	17	55055468	55084129	42	7	941327	0.47186	0.31851	0.748982172792622	7358	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5890	RAD51B	RAD51 paralog B	14	68286496	69149889	1327	66	948454	0.47181	0.31853	0.748982172792622	7359	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2734	GLG1	golgi glycoprotein 1	16	74481325	74641042	228	13	954994	0.47178	0.31854	0.748982172792622	7360	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51479	ANKFY1	ankyrin repeat and FYVE domain containing 1	17	4066665	4167274	122	9	952769	0.47174	0.31856	0.748982172792622	7361	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	19	52693055	52729678	78	9	947901	0.47171	0.31857	0.748982172792622	7362	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25987	TSKU	tsukushi, small leucine rich proteoglycan	11	76493357	76509198	30	4	963455	0.47167	0.31858	0.748982172792622	7363	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5229	PGGT1B	protein geranylgeranyltransferase type I subunit beta	5	114546527	114599123	77	12	951166	0.47152	0.31863	0.748982172792622	7364	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100131801	PET100	PET100 cytochrome c oxidase chaperone	19	7694671	7696510	3	1	975370	0.47141	0.31867	0.748982172792622	7365	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	634	CEACAM1	CEA cell adhesion molecule 1	19	43011458	43032661	11	2	926627	0.47131	0.31871	0.748982172792622	7366	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4091	SMAD6	SMAD family member 6	15	66994674	67074338	166	21	958760	0.47128	0.31872	0.748982172792622	7367	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26960	NBEA	neurobeachin	13	35516424	36246874	980	54	961070	0.47124	0.31874	0.748982172792622	7368	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84726	PRRC2B	proline rich coiled-coil 2B	9	134305477	134375584	87	5	950730	0.47111	0.31878	0.748982172792622	7369	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10107	TRIM10	tripartite motif containing 10	6	30119722	30128711	53	6	960439	0.47106	0.3188	0.748982172792622	7370	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	643382	TMEM253	transmembrane protein 253	14	21567096	21571883	6	2	975370	0.47085	0.31887	0.748982172792622	7371	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57406	ABHD6	abhydrolase domain containing 6, acylglycerol lipase	3	58223233	58280463	139	11	921955	0.47081	0.31889	0.748982172792622	7372	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55646	LYAR	Ly1 antibody reactive	4	4269428	4291896	60	6	948561	0.47074	0.31891	0.748982172792622	7373	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79772	MCTP1	multiple C2 and transmembrane domain containing 1	5	94038280	94620279	859	76	962622	0.47043	0.31902	0.749138909682669	7374	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6205	RPS11	ribosomal protein S11	19	49999622	50002969	6	1	975370	0.47014	0.31913	0.749217494577007	7375	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	58477	SRPRB	SRP receptor subunit beta	3	133502877	133540336	43	9	951032	0.47011	0.31914	0.749217494577007	7376	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9521	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	6	8073593	8102828	63	9	958348	0.46983	0.31924	0.749264892261824	7377	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79974	CPED1	cadherin like and PC-esterase domain containing 1	7	120628751	120937498	443	21	965746	0.46971	0.31928	0.749264892261824	7378	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100526739	CENPS-CORT	CENPS-CORT readthrough	1	10490159	10512060	38	5	954545	0.46968	0.31929	0.749264892261824	7379	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	348738			2	10281509	10351856	191	25	955719	0.4693	0.31943	0.749491853658537	7380	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2814	GP5	glycoprotein V platelet	3	194115550	194119995	16	3	863666	0.46895	0.31955	0.749571560724912	7381	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	340260	UNCX	UNC homeobox	7	1272654	1276613	1	1	975370	0.46882	0.3196	0.749571560724912	7382	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84246	MED10	mediator complex subunit 10	5	6372039	6378639	11	2	975370	0.4687	0.31964	0.749571560724912	7383	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	219957	OR9Q2	olfactory receptor family 9 subfamily Q member 2	11	57957906	57958990	4	1	975370	0.46865	0.31966	0.749571560724912	7384	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3718	JAK3	Janus kinase 3	19	17935591	17958880	34	9	925812	0.46857	0.31969	0.749571560724912	7385	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25912	C1orf43	chromosome 1 open reading frame 43	1	154179183	154193273	10	2	939625	0.46821	0.31982	0.749571560724912	7386	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	443	ASPA	aspartoacylase	17	3377404	3402700	53	12	938276	0.46821	0.31982	0.749571560724912	7387	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	146713	RBFOX3	RNA binding fox-1 homolog 3	17	77085427	77512230	1078	144	950292	0.46813	0.31985	0.749571560724912	7388	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3167	HMX2	H6 family homeobox 2	10	124902006	124910188	8	3	930689	0.46808	0.31986	0.749571560724912	7389	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	284338	PRR19	proline rich 19	19	42806284	42814973	4	1	975370	0.46776	0.31998	0.749571560724912	7390	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	376132	LRRC10	leucine rich repeat containing 10	12	70002344	70004942	3	2	975370	0.46767	0.32001	0.749571560724912	7391	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	91433	RCCD1	RCC1 domain containing 1	15	91498106	91506355	19	4	937743	0.46761	0.32003	0.749571560724912	7392	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100131902	KRTAP25-1	keratin associated protein 25-1	21	31661463	31661832	2	1	975370	0.46758	0.32004	0.749571560724912	7393	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4779	NFE2L1	NFE2 like bZIP transcription factor 1	17	46125686	46138907	8	3	953029	0.46751	0.32007	0.749571560724912	7394	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9738	CCP110	centriolar coiled-coil protein 110	16	19535179	19564730	59	8	946847	0.46729	0.32015	0.749595289982425	7395	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	548596	CKMT1A	creatine kinase, mitochondrial 1A	15	43985084	43991420	4	1	975370	0.46712	0.32021	0.749595289982425	7396	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9066	SYT7	synaptotagmin 7	11	61281188	61348523	47	6	878676	0.4671	0.32021	0.749595289982425	7397	FALSE	FALSE										
